code,name,price_שוהם 91,price_per_pack_שוהם 91,promo_price_שוהם 91,price_רעננה 45,price_per_pack_רעננה 45,promo_price_רעננה 45,price_אופקים 47,price_per_pack_אופקים 47,promo_price_אופקים 47,price_לינקולן תל אביב 44,price_per_pack_לינקולן תל אביב 44,promo_price_לינקולן תל אביב 44,price_ברנע 41,price_per_pack_ברנע 41,promo_price_ברנע 41
7290117901175,שקדים קלופים 225  גר`שקדיה,20,20.0,,20,20.0,,,,,,,,,,
7290117901182,בוטן קליפה קלוי 350  גר`שקדיה,10,10.0,,10,10.0,,10,10.0,,10,10.0,,10,10.0,
7290117901199,טורטיה על גחלים שקדיה,12.90,12.9,,12.90,12.9,,12.90,12.9,,,,,,,
7290117902943,שקדיה פירורי לחם מוזהב 800 גר`,10,10.0,,10,10.0,,10,10.0,,10,10.0,,10,10.0,
7290117905517,חלבה טעם וניל בתוספת שקדים 400 גר`,15.90,15.9,,15.90,15.9,,,,,,,,,,
7290117905531,שקדיה שעועית לבנה 800 גר`,15.90,15.9,,,,,,,,,,,15.90,15.9,
7290117906927,פרכיות אורז טבעי 100 גר`,9.90,9.9,,,,,,,,,,,,,
7290117906934,פרכיות אורז שומשום ומלח 100 גר`,9.90,9.9,,,,,9.90,9.9,16,9.90,9.9,,,,
7290117906941,פרכיות אורז צ`יה וקינואה 100 גר`,9.90,9.9,,,,,9.90,9.9,16,9.90,9.9,,,,
7290117906958,פרכיות תירס דגנים 100 גר`,9.90,9.9,,,,,,,,,,,9.90,9.9,
7290117906965,פרכיות תירס קלאסי 100 גר`,9.90,9.9,,,,,,,,,,,,,
7290117906989,חטיף תירס באורז מלא בטעם פיצה 50 גר`,9.90,9.9,,,,,9.90,9.9,,9.90,9.9,,,,
7290117907030,פרכיות אורז מצופה שוקולד מריר 90 גר`,12.90,12.9,,,,,,,,,,,,,
7290117907757,פריכיות מקמח חומוס עדשים שחורות וקינואה,12.90,12.9,,,,,,,,,,,,,
7290117907771,פרכיות שלוש דגנים 120 גר`,12.90,12.9,,,,,,,,,,,,,
7290117907795,פרכיות כוסמין 160 גר`,12.90,12.9,,,,,,,,12.90,12.9,,12.90,12.9,
7290117907856,גרעין שחור טאטא כורדיסטן 400 גר`,16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,
7290117908150,מארז חיסכון פרכיות אורז מלא 310 גר`,14.90,14.9,,14.90,14.9,,,,,,,,14.90,14.9,
7290118319856,אציטון %100 100 מל PHARMAX,6.30,6.3,,,,,,,,6.30,6.3,,,,
7290118420163,טבעול נאגטס טעם צ`ילי 460 גר`,33.90,33.9,,33.90,33.9,,,,,33.90,33.9,,,,
7290118420217,בייגלה שטוחים מצופה שוקולד 120 גר`,13.90,13.9,,13.90,13.9,,13.90,13.9,23,13.90,13.9,,,,
7290118420811,פיטנס פריכיות מיקס דגנים אפונה וסלק,12.90,12.9,,12.90,12.9,,12.90,12.9,22,12.90,12.9,,,,
7290118420835,פיטנס פריכיות מיקס שלושה דגנים וקינואה,12.90,12.9,,12.90,12.9,,12.90,12.9,22,12.90,12.9,,12.90,12.9,
7290118421252,בייגלה שטוחים מצופה קרם קרמל 120 גר`,13.90,13.9,,13.90,13.9,,13.90,13.9,23,,,,,,
7290118421603,אפרופו קרמל 40 גר`,5,5.0,,5,5.0,,,,,,,,,,
7290118422129,פיטנס מיני פריכיות חומוס וקינואה 30 גר`,6.40,6.4,,6.40,6.4,,6.40,6.4,12,6.40,6.4,,,,
7290118422181,פיטנס פריכיות בציפוי שוקולד לבן,11.90,11.9,,11.90,11.9,,11.90,11.9,,11.90,11.9,,11.90,11.9,
7290118422204,פיטנס פריכיות בציפוי שוקולד חלב,11.90,11.9,,11.90,11.9,,11.90,11.9,,11.90,11.9,,11.90,11.9,
7290118422228,פיטנס מיני פריכיות בטטה סגולה 30 גר`,6.40,6.4,,6.40,6.4,,6.40,6.4,12,6.40,6.4,,,,
7290118422426,צ`יפס גלי אסם 45 גר`,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26
7290118422440,צ`יפס קלאסי אסם 150 גר`,12.90,12.9,18,12.90,12.9,18,12.90,12.9,18,,,,,,
7290118422501,צ`יפס ברביקיו אסם 45 גר`,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26
7290118422525,צ`יפס קלאסי אסם 45 גר`,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26
7290118422617,קרמוגית קראנץ קרם וניל עוגיות 200 גר`,13.90,13.9,20,,,,13.90,13.9,20,13.90,13.9,,13.90,13.9,
7290118422723,ערגליות מיניס בטעם תות 300 גר`,12.90,12.9,18.90,,,,11.90,11.9,18.90,12.90,12.9,,12.90,12.9,
7290118422907,צ`יפס פלפל צ`ילי אסם 45 גר`,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26
7290118423140,אטריות קלאסיות אסם (400 גרם),7.90,7.9,11.90,7.90,7.9,,7.90,7.9,18,7.90,7.9,,7.90,7.9,
7290118423799,פיטנס חטיפי קרקר THIN כרובית וכרשה,12.90,12.9,20.90,12.90,12.9,,,,,12.90,12.9,,12.90,12.9,
7290118423812,טבעול נאגטס תירס ספייסי 460 גר`,33.90,33.9,,,,,,,,33.90,33.9,,33.90,33.9,
7290118423881,טבעול נאגטס תירס ברבקיו 460 גר`,34.90,34.9,,34.90,34.9,,,,,34.90,34.9,,,,
7290118423904,קרמוגית קראנץ שוקו וניל 200 גר`,13.90,13.9,20,,,,,,,13.90,13.9,,,,
7290118424024,פיטנס חטיף קינואה מלח ים ושמן זית,5.90,5.9,13,5.90,5.9,,5.90,5.9,13,5.90,5.9,,,,
7290118424871,מנה חמה מק ציז סלסה אסם (58 גרם),7.90,7.9,,,,,7.90,7.9,,,,,7.90,7.9,
7290118424932,חטיפי קרקר פיטנס טין מיני כפרי 150 גר`,12.90,12.9,,,,,12.90,12.9,22,12.90,12.9,,,,
7290118424956,חטיפי קרקר פיטנס טין מיני רוזמרין 150,12.90,12.9,,,,,12.90,12.9,22,12.90,12.9,,,,
7290118425021,מקלות ירקות  ירוקים( 500  גר`)טבעול,34.90,34.9,,,,,34.90,34.9,,34.90,34.9,,34.90,34.9,
7290118425731,פתי בר קוקיז טעם שוקו 155 גר`,12.90,12.9,20,,,,,,,,,,,,
7290118425830,במבה ביסלי גריל מיקס 150 גר`,10.90,10.9,,10.90,10.9,,10.90,10.9,,10.90,10.9,,,,
7290118426202,במבה ביסלי גריל מיקס 70 גר`,5,5.0,26,5,5.0,26,5,5.0,26,,,,,,
7290118426226,במבה ביסלי בצל מיקס 70 גר`,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26
7290118426240,במבה ביסלי ברבקיו מיקס 70 גר`,5,5.0,26,,,,,,,5,5.0,26,5,5.0,26
7290118427445,מיני קרמוגית שוקו 200 גר`,13.90,13.9,20,13.90,13.9,,13.90,13.9,20,13.90,13.9,,,,
7290118427766,פודינג בטעם עוגת גבינה נגיעות תותים 80,6.40,6.4,16.90,6.40,6.4,,,,,6.40,6.4,,,,
7290118428084,ביסקוויט פתי בר פירות יער אסם (500 גרם),13.90,13.9,22,13.90,13.9,,13.90,13.9,22,13.90,13.9,,13.90,13.9,
7290118428206,ויטמינצ`יק סירופ בטעם אפרסק 1 ליטר,14.90,14.9,,14.90,14.9,,,,,14.90,14.9,,14.90,14.9,
7290118428299,חטיפי קרקר כוסמין ובצל מקורמל 140  גר`פי,12.90,12.9,,12.90,12.9,,12.90,12.9,,12.90,12.9,,12.90,12.9,
7290118428336,ויטמינצ`יק סירופ בטעם טרופי 1 ליטר,14.90,14.9,,14.90,14.9,,,,,14.90,14.9,,,,
7290118428398,פודינג בטעם פאי גבינה לימון 80 גר` אסם,6.40,6.4,16.90,6.40,6.4,,6.40,6.4,16.90,6.40,6.4,,,,
7290118482512,ערק סבא מימון 700 מל,54.90,54.9,,,,,,,,54.90,54.9,,,,
7290118873495,בקבוק טריטן עם צמידים -700סמי הכבאי,19.90,19.9,,,,,,,,,,,,,
7290119049493,מקלות סוכר 450 גר VEGAN דולצ`ה ויטה,20.90,20.9,,,,,,,,,,,,,
7290119049547,עוגיות מעמול 450 גר VEGAN דולצ`ה ויטה,20.90,20.9,,,,,,,,,,,,,
7290119049622,רולדה תמרים 450 גר VEGAN דולצ`ה ויטה,20.90,20.9,,,,,,,,,,,,,
7290119049790,עוגיות כתר ריבה 450 גר VEGAN דולצ`ה ויטה,20.90,20.9,,,,,,,,,,,20.90,20.9,
7290119049899,עוגיות מרוקאיות 450 גר VEGAN דולצ`ה ויטה,20.90,20.9,,,,,,,,,,,,,
7290119049998,עוגיות שיבולת שועל 450 גר VEGAN דולצ`ה ו,20.90,20.9,,,,,,,,,,,,,
7290119370177,דנונה פרו ללא סוכר ננ טופי 200 גר`,6.40,6.4,,6.40,6.4,,6.40,6.4,,6.40,6.4,,6.40,6.4,
7290119371112,פרו חטיף חלבון שוקולד אגוזים 60 גר`,15.90,15.9,,15.90,15.9,,15.90,15.9,,15.90,15.9,,,,
7290119371129,פרו חטיף חלבון שוקולד לבן עוגיות 60 גר`,15.90,15.9,,,,,15.90,15.9,,15.90,15.9,,15.90,15.9,
7290119373345,פריכיות משולשות -תפוא ואפונה 30 גר` אנר,5.90,5.9,,5.90,5.9,,5.90,5.9,13.90,5.90,5.9,,5.90,5.9,
7290119373352,פריכיות משולשות -תפוא וסלק 30 גר` אנרג`,5.90,5.9,,5.90,5.9,,5.90,5.9,13.90,5.90,5.9,,5.90,5.9,
7290119373369,פריכיות ביגים פוטטוס 135 גר`,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,
7290119373611,מארז נמס לדרך מנות אישיות 28 יח עלית,13.90,13.9,,,,,,,,,,,,,
7290119373666,אחלה סלט טורקי 250 גר`,11.30,11.3,,11.30,11.3,,,,,11.30,11.3,,11.30,11.3,
7290119373673,אחלה סלט חציל בטעם כבד 250 גר`,11.30,11.3,,11.30,11.3,,,,,11.30,11.3,,,,
7290119373680,אחלה קולסלואו 250 גר`,11.30,11.3,,11.30,11.3,,,,,11.30,11.3,,,,
7290119373741,חומוס הסדרה המובחרת עם פלפל שיפקה 380 גר,15.90,15.9,,15.90,15.9,,,,,15.90,15.9,,15.90,15.9,
7290119373925,אחלה מטבוחה חריפה אש 250 גר`,11.30,11.3,,,,,11.30,11.3,,11.30,11.3,,11.30,11.3,
7290119374106,קפה טורקי עלית (200  גרם)15% תוספת,18.90,18.9,17.90,18.90,18.9,17.90,18.90,18.9,17.90,18.90,18.9,17.90,18.90,18.9,17.90
7290119374298,מאסט פירות מנטה 66 גרם,10.90,10.9,,10.90,10.9,,10.90,10.9,16,10.90,10.9,,10.90,10.9,
7290119375158,אלפרו משקה שיבולת שועל טעם אייס קפה 1 לי,13.90,13.9,11.90,,,,13.90,13.9,11.90,,,,13.90,13.9,11.90
7290119375240,דניאלה מעדן בטעם עוגת גבינה שטראוס (88 ג,4.10,4.1,,4.10,4.1,,4.10,4.1,,4.10,4.1,,4.10,4.1,
7290119375264,מעדן הגולן טופי קרמל 125 גרם,3.30,3.3,16,3.30,3.3,16,3.30,3.3,16,3.30,3.3,16,3.30,3.3,16
7290119375318,דנונה יוגורט סקיר קרם לימון 150 גר`,5,5.0,,,,,,,,,,,,,
7290119375356,דנונה יוגורט מולטי +קולגן 200 גר`,6,6.0,20,6,6.0,20,6,6.0,20,6,6.0,20,6,6.0,20
7290119375370,סימפוניה 16% טבעי 200 גר`,13.10,13.1,,13.10,13.1,,13.10,13.1,,13.10,13.1,,13.10,13.1,
7290119376100,קפה טורקי 55 גר` עלית,5,5.0,,,,,,,,,,,,,
7290119376308,שוקולית לדרך מנות אישיות,14.90,14.9,,,,,,,,,,,,,
7290119376636,דנונה יוגורט מולטי תפוח 200 גר`,6,6.0,20,6,6.0,20,6,6.0,20,6,6.0,20,6,6.0,20
7290119376711,קפסולה נטול 09 50גר,18.90,18.9,,18.90,18.9,,,,,,,,18.90,18.9,
7290119377107,מיני טעמי משפחתית 357 גר`,29.90,29.9,27.90,29.90,29.9,,29.90,29.9,27.90,29.90,29.9,,29.90,29.9,
7290119377312,אחלה טחינה לבנה על חציל פיקנטי 380 גר,17.90,17.9,,17.90,17.9,,17.90,17.9,,17.90,17.9,,,,
7290119377480,פרו  קראנצ`במתיקות מעודנת עם שוקולד.,6.90,6.9,,6.90,6.9,,6.90,6.9,,6.90,6.9,,6.90,6.9,
7290119377510,בפלות טעם אגוזים 200 גר` עלית,5.90,5.9,13.90,,,,5.90,5.9,13.90,5.90,5.9,13.90,,,
7290119377589,מאסט ביג פירות צ`יקלט 96 גר`,15.90,15.9,,,,,,,,15.90,15.9,,,,
7290119377596,מאסט ביג מנטה עדינה צ`יקלט 96 גר`,15.90,15.9,,15.90,15.9,,,,,,,,,,
7290119377602,מאסט ביג בזוקה צ`יקלט 96 גר`,15.90,15.9,,,,,,,,,,,,,
7290119379200,שמן זית לחיץ יד מרדכי 280 מל,19.90,19.9,,,,,19.90,19.9,,19.90,19.9,,19.90,19.9,
7290119380206,קפסולות מילאנו 05 למכונות נספרו עלית (10,18.90,18.9,,,,,18.90,18.9,,18.90,18.9,,18.90,18.9,
7290119380220,דבש לחיץ 250  גר`יד מרדכי,11.90,11.9,,11.90,11.9,,,,,,,,11.90,11.9,
7290119380626,פרו  קראנצ`פצפוץ שוקולד לבן,6.90,6.9,,6.90,6.9,,,,,6.90,6.9,,6.90,6.9,
7290119380640,אפיפית 200 גר` ללא גלוטן אגוזים עלית,8.90,8.9,,8.90,8.9,,,,,,,,8.90,8.9,
7290119380824,משקה קפה קר שיבולת שועל (230 גר`) יטבתה,8.60,8.6,17,,,,,,,8.60,8.6,17,8.60,8.6,17
7290119380855,אלפרו משקה ש.שועל טעם וניל עוגיות 1 ליטר,13.90,13.9,11.90,13.90,13.9,11.90,13.90,13.9,11.90,,,,13.90,13.9,11.90
7290119380916,מארז אקטימל תות דנונה (108x16 גר`),37.30,37.3,,37.30,37.3,,37.30,37.3,,37.30,37.3,,37.30,37.3,
7290119380923,מארז אקטימל לבן דנונה (108x16 גר`),37.30,37.3,,37.30,37.3,,37.30,37.3,,37.30,37.3,,37.30,37.3,
7290119380992,נמס קפה קר קלאסי (200 גרם),22.90,22.9,,,,,,,,22.90,22.9,,,,
7290119381159,מארז תפוצ`יפס  קראנצ`טבעי עשיריי,15.90,15.9,,15.90,15.9,,,,,15.90,15.9,,,,
7290119382262,אחלה טחינה לבנה 250 גר`,11.30,11.3,,11.30,11.3,,,,,11.30,11.3,,,,
7290119382538,חטיף פסק זמן לבן,5.50,5.5,,,,,,,,5.50,5.5,,,,
7290119382736,אבקת קפוצ`ינו אגוזי לוז עלית (200 גרם),22.90,22.9,,22.90,22.9,,22.90,22.9,17.90,,,,22.90,22.9,
7290119382880,שמן זית יד מרדכי מעמק יזרעאל 750 מל,49.90,49.9,39.90,49.90,49.9,39.90,,,,49.90,49.9,39.90,49.90,49.9,39.90
7290119382989,צנצנת מאסט בזוקה ענבים ללתס 66 גר`,10.90,10.9,,10.90,10.9,,,,,10.90,10.9,,10.90,10.9,
7290119383115,רבע לשבע טורטית לבנה160 גר`,14.90,14.9,,14.90,14.9,,14.90,14.9,,14.90,14.9,,14.90,14.9,
7290119383405,קפסולות קפה 07 עלית מארז זוג,29.90,29.9,,29.90,29.9,,29.90,29.9,,29.90,29.9,,29.90,29.9,
7290119384242,דנונה פרו 200  גר`קרם לימון ללתס,6.40,6.4,,6.40,6.4,,,,,6.40,6.4,,6.40,6.4,
7290119420049,פפריקה מתוקה בשמן מרוקאית 400 גר`,22.90,22.9,,22.90,22.9,,21.90,21.9,,22.90,22.9,,22.90,22.9,
7290119420865,פודינג בטעם אייס קפה 85  גר`מימונס,5.90,5.9,,5.90,5.9,,,,,5.90,5.9,,5.90,5.9,
7290119500482,טוסו שוקולד מריר מעולה 62% ללתס 100 גר`,16.90,16.9,,16.90,16.9,,,,,,,,,,
7290119500789,פופסטאר פופקורן טעם תות 140 גר,14.90,14.9,9.90,,,,,,,14.90,14.9,9.90,,,
7290119500888,פופסטאר פופקורן טעם צ`דר 140 גר,14.90,14.9,9.90,14.90,14.9,9.90,,,,,,,,,
7290119500994,פמלי סדרה שחור לבן סבון ידיים אבוקדו 500,10.90,10.9,,10.90,10.9,,,,,,,,10.90,10.9,
7290119740086,כבל USB טייפ סי,19.90,19.9,,,,,,,,19.90,19.9,,,,
7290119740352,מטען בית טייפ סי 25W,79.90,79.9,,,,,,,,,,,79.90,79.9,
7290119760237,נקניקיות בראטוואסט 338 גר` טבעוני רידפי,38.90,38.9,60,38.90,38.9,60,,,,38.90,38.9,60,,,
7290119760244,שווארמה רכיבים צמחיים רידיפיין מיט 300 ג,39.90,39.9,27.90,39.90,39.9,27.90,39.90,39.9,27.90,39.90,39.9,27.90,,,
7290119760459,רידפיין מהדורת קצבים,74.90,74.9,59.90,74.90,74.9,59.90,74.90,74.9,59.90,74.90,74.9,59.90,,,
7290119770298,מים עין גדי 750 מל פקק ספורט שישייה,16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,
7290119771493,משקה קל ספרינג 1.5 ליטר אשכוליות,8.50,8.5,14,,,,8.50,8.5,14,8.50,8.5,14,8.50,8.5,14
7290119773343,תפוזינה וייבס לימונדה תות 1.5 ליטר,8.50,8.5,12,,,,,,,,,,,,
7290119776344,משקה מוגז פירות שוופס (1.5  ליטר)פירות,8.90,8.9,14,,,,8.90,8.9,14,,,,,,
7290119776894,שוופס מים 1.5 ליטר בטעם אננס,8,8.0,14,8,8.0,14,8,8.0,14,,,,8,8.0,14
7290119776948,שוופס מוגז  עדין(1.5  ליטר)אבטיח,8.90,8.9,14,8.90,8.9,14,8.90,8.9,14,,,,8.90,8.9,14
7290119777891,ספרינג אפרסק אננס מלון 1.5 ליטר,8.50,8.5,14,,,14,,,14,8.50,8.5,14,,,14
7290119777945,ספרינג מנגו בננה מלון 1.5 ליטר,8.50,8.5,14,,,14,,,14,8.50,8.5,14,,,14
7290119778492,קריסטל אננס מוגז 2 ליטר,4.90,4.9,,,,,,,,4.90,4.9,,,,
7290119860593,סטבילו אובלטים קימל 225 גר`,14.90,14.9,,14.90,14.9,,14.90,14.9,,,,,,,
7290119860715,סטבילו אובלטים שומשום 225 גר`,14.90,14.9,,,,,,,,,,,,,
7290119950096,נקניקיות קצבים ביירן מרקט 700 גר,49.90,49.9,,,,,,,,49.90,49.9,,49.90,49.9,
7290120320390,צלחות ספיר ענק פס זהב 10  יח`הנמל,19.90,19.9,,,,,,,,19.90,19.9,,,,
7290120320406,צלחות ספיר קטן פס זהב 10  יח`הנמל,10.90,10.9,,,,,,,,10.90,10.9,,,,
7290120320413,צלחות ספיר גדול פס זהב 10  יח`הנמל,16.90,16.9,,,,,,,,16.90,16.9,,,,
7290120320420,מרקיות ספיר פס זהב 10  יח`הנמל,12.90,12.9,,,,,,,,12.90,12.9,,,,
7290120320659,סלטינה אמרקאית 100  יח`שקוף הנמל,19.90,19.9,,19.90,19.9,,19.90,19.9,,19.90,19.9,,19.90,19.9,
7290120341807,שיני שום 250  גר`פיילד גוד,7.90,7.9,,,,,,,,,,,,,
7290120870574,טרו רוטב צ`ילי מתוק ללתס 750 גרם,18.90,18.9,,,,,,,,18.90,18.9,,,,
7290120871441,פיצה משפחתית מרגריטה שלישייה 1.2 קג,31.90,31.9,,31.90,31.9,,31.90,31.9,,31.90,31.9,,31.90,31.9,
7290121138505,כרוב אדום 600  גר`המטבח של אמא,17.90,17.9,,,,,17.90,17.9,,,,,17.90,17.9,
7290121160582,חטיף חלבון TODAY בטעם חמאת בוטנים,13.90,13.9,10.90,,,,13.90,13.9,10.90,13.90,13.9,10.90,,,
7290121161916,חטיף חלבון TODAY בטעם טריפל שוקולד,13.90,13.9,10.90,13.90,13.9,10.90,13.90,13.9,10.90,13.90,13.9,10.90,,,
7290121161930,חטיף חלבון TODAY בטעם בננה טופי,13.90,13.9,10.90,13.90,13.9,10.90,,,,13.90,13.9,10.90,,,
7290121224017,עלי גפן ממולאים באורז 400 גר`.,14.90,14.9,,14.90,14.9,,14.90,14.9,,14.90,14.9,,14.90,14.9,
7290121290036,וינסטון כחול בוקס,45,45.0,41.50,45,45.0,41.50,45,45.0,41.50,45,45.0,41.50,45,45.0,41.50
7290121290128,כאמל בוקס,42,42.0,38.50,,,,42,42.0,38.50,42,42.0,38.50,42,42.0,38.50
7290121290180,כאמל כחול,42,42.0,38.50,,,,42,42.0,38.50,,,,,,
7290121290395,סיגריות ווינסטון אקווה בודד,42,42.0,39,,,,42,42.0,39,42,42.0,39,42,42.0,39
7290121290548,וינסטון קומפקט ברי בודד,40,40.0,36,,,,,,,40,40.0,36,40,40.0,36
7290900010367,טורטייה 320 גר` אבאל 20 סמ,9.90,9.9,15.90,9.90,9.9,,9.90,9.9,15.90,9.90,9.9,,9.90,9.9,
7290900010664,ניוקי בטטה (1 קג) Avel,13.50,13.5,10.90,13.50,13.5,,13.50,13.5,10.90,13.50,13.5,,,,
7291008084854,תמר מג`הול ישראלי 1 קג,19.90,19.9,,19.90,19.9,,19.90,19.9,,19.90,19.9,,19.90,19.9,
7296046211897,בוס קטלן חובט יתושים אלקטרוני,24.90,24.9,,,,,,,,,,,,,
7296049017311,קוברה מפת גומי לשולחן מתקפל 180,10,10.0,,,,,,,,10,10.0,,10,10.0,
7296049017526,מצת גז לכיריים קוברה,9.90,9.9,,9.90,9.9,,9.90,9.9,,,,,,,
7296049024272,סוזוקי קטלן יתושים שחור,54.90,54.9,,,,,,,,,,,,,
7296049024869,קומקום חשמלי נירוסטה קרם 1.8 ל`,49.90,49.9,,,,,,,,,,,,,
7296049024883,בוס קומקום זכוכית 1.8 ליטר,79.90,79.9,,,,,,,,,,,79.90,79.9,
7296049027181,קמפטאון פנס ראש זום,14.90,14.9,,,,,,,,,,,,,
7296058330012,פריכיות אורז 330 גר` פרח,11.90,11.9,,,,,11.90,11.9,,11.90,11.9,,,,
7297488098305,קמח שקדים דגש 250 גרם,27.90,27.9,,,,,26.90,26.9,,27.90,27.9,,27.90,27.9,
7297488099906,צהובה פרוסות בסגנון קלאסי 18% 200 גר`,19.90,19.9,,19.90,19.9,,,,,,,,19.90,19.9,
7297488099968,מלוחה 16% טבעוני 250  גר`משומשו,19.90,19.9,,,,,,,,,,,,,
7394376123337,משקה שיבולת שועל אורגני 1 ליטר אוטלי,15.90,15.9,,15.90,15.9,,,,,15.90,15.9,,,,
7394376621451,משקה שיבולת שועל בריסטה 1 ליטר אוטלי,16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,,,,
7501064191527,בירה קורונה 355 מל בקבוק שישייה,39.90,39.9,75,39.90,39.9,75,39.90,39.9,75,39.90,39.9,75,39.90,39.9,75
7509546678702,קולגייט טוטאל משחת שיניים אנטי טרטר 100,18.90,18.9,16.90,18.90,18.9,,,,,,,,18.90,18.9,
7509546688923,משחת שיניים קולגייט אדומה הגנה מקסימלית,12.90,12.9,,,,,,,,,,,12.90,12.9,
7610113027684,בריזר מנגו פסיפלורה בבקבוק בקרדי (275 מ,14.90,14.9,12.90,,,,,,,14.90,14.9,,14.90,14.9,
7610400066037, לינדורבונ`סטרטצ`לה200 גר,39.90,39.9,,,,,39.90,39.9,,39.90,39.9,,,,
7610400068505,לינדט לינדור בונבוניירה שוקולד חלב200 גר,39.90,39.9,,,,,,,,,,,39.90,39.9,
7610400075770,לינדט לה גרנד שוקולד מריר אגוז 150 גרם,34.90,34.9,,,,,34.90,34.9,31.90,,,,,,
7610400075787,לינדט לה גרנד שוקולד חלב אגוז 150 גרם,34.90,34.9,,,,,34.90,34.9,31.90,34.90,34.9,,,,
7610400085946,לינדט לגרנד ד.אלמונד סולט 150 גרם,34.90,34.9,,,,,34.90,34.9,31.90,,,,,,
7610400091060,אקסלנס תפוז לינדט (100 גרם),22.90,22.9,,22.90,22.9,,,,,22.90,22.9,,22.90,22.9,
7613030979647,טריקס נסטלה (480 גרם),24.90,24.9,36.90,24.90,24.9,33,24.90,24.9,36.90,24.90,24.9,33,24.90,24.9,33
7613032045753,פיטנס שוקולד נסטלה (375 גרם),21.90,21.9,35,,,,,,,,,,,,
7613033548192,פיטנס שוקולד מריר נסטלה (375 גרם),21.90,21.9,35,21.90,21.9,,21.90,21.9,35,21.90,21.9,,21.90,21.9,
7613034146656,כלב מיני אקטיב בקר 1.5 קג,62.30,62.3,,,,,62.30,62.3,,,,,,,
7613035635845,פיטנס גרנולה שוקולד 300  גר`אסם,16.90,16.9,,16.90,16.9,,16.90,16.9,12.90,16.90,16.9,,16.90,16.9,
7613035758834,פיטנס גרנולה חמוציות 300  גר`אסם,16.90,16.9,,16.90,16.9,,16.90,16.9,12.90,16.90,16.9,,,,
7613035807778,רוטב עגבניות לבולנז פרפקטו,11.90,11.9,,11.90,11.9,,11.90,11.9,,,,,,,
7613035809109,רוטב עגבניות ובזיליקום פרפקטו,11.90,11.9,,11.90,11.9,,11.90,11.9,,11.90,11.9,,,,
7613035809857,רוטב עגבניות לפסטה פרפקטו,11.90,11.9,,11.90,11.9,,,,,11.90,11.9,,11.90,11.9,
7613036314114,נס קפה גולד 200 גר`,49.90,49.9,,,,,,,,,,,,,
