store_id,store_name,city,city_norm,proposed_canonical,match_layer,confidence
1012,מחסני מזון פתח תקווה,פתח תקווה,פתח תקווה,פתח תקווה,L1,1.0
1013,מחסני מזון סיטי אשדו,אשדוד,אשדוד,אשדוד,L1,1.0
1014,מחסני מזון  טימול אש,אשדוד,אשדוד,אשדוד,L1,1.0
1015,מחסני מזון כרמיאל,כרמיאל,כרמיאל,כרמיאל,L1,1.0
1016,סופר כרמים,ראשון לציון,ראשון לציון,ראשון לציון,L1,1.0
1017,חביב גבעת שמואל,גבעת שמואל,גבעת שמואל,גבעת שמואל,L1,1.0
1018,חביב קרייתאונו,קריית אונו,קריית אונו,קריית אונו,L1,1.0
1019,חביב כפר גנים,פתח תקווה,פתח תקווה,פתח תקווה,L1,1.0
1020,חביב  העצמאות,פתח תקווה,פתח תקווה,פתח תקווה,L1,1.0
1021,פרש מרקט עין דור,ראשון לציון,ראשון לציון,ראשון לציון,L1,1.0
